# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	422144	422599	-					ybbJ		ECMDS42_0387	456		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	422144	422599	-	BAL37694.1			conserved inner membrane protein	ybbJ		ECMDS42_0387	456	151	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	422599	423516	-					ybbK		ECMDS42_0388	918		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	422599	423516	-	BAL37695.1			predicted protease, membrane anchored	ybbK		ECMDS42_0388	918	305	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	423662	424339	+					ybbL		ECMDS42_0389	678		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	423662	424339	+	BAL37696.1			predicted transporter subunit	ybbL		ECMDS42_0389	678	225	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	424326	425105	+					ybbM		ECMDS42_0390	780		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	424326	425105	+	BAL37697.1			predicted inner membrane protein	ybbM		ECMDS42_0390	780	259	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	425168	426022	-					ybbN		ECMDS42_0391	855		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	425168	426022	-	BAL37698.1			predicted thioredoxin domain-containing protein	ybbN		ECMDS42_0391	855	284	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	426083	426892	-					ybbO		ECMDS42_0392	810		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	426083	426892	-	BAL37699.1			predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	ybbO		ECMDS42_0392	810	269	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	426882	427508	-					tesA		ECMDS42_0393	627		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	426882	427508	-	BAL37700.1			multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	tesA		ECMDS42_0393	627	208	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	427476	428162	+					ybbA		ECMDS42_0394	687		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	427476	428162	+	BAL37701.1			predicted transporter subunit	ybbA		ECMDS42_0394	687	228	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	428159	430573	+					ybbP		ECMDS42_0395	2415		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	428159	430573	+	BAL37702.1			predicted inner membrane protein	ybbP		ECMDS42_0395	2415	804	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	430587	431681	-					ybbB		ECMDS42_0396	1095		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	430587	431681	-	BAL37703.1			tRNA 2-selenouridine synthase, selenophosphate-dependent	ybbB		ECMDS42_0396	1095	364	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	431750	432676	-					ybbS		ECMDS42_0397	927		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	431750	432676	-	BAL37704.1			transcriptional activator of the allD operon	ybbS		ECMDS42_0397	927	308	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	432906	433388	+					allA		ECMDS42_0398	483		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	432906	433388	+	BAL37705.1			ureidoglycolate hydrolase	allA		ECMDS42_0398	483	160	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	433466	434281	+					allR		ECMDS42_0399	816		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	433466	434281	+	BAL37706.1			DNA-binding transcriptional regulator	allR		ECMDS42_0399	816	271	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	434371	436152	+					gcl		ECMDS42_0400	1782		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	434371	436152	+	BAL37707.1			glyoxylate carboligase	gcl		ECMDS42_0400	1782	593	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	436165	436941	+					hyi		ECMDS42_0401	777		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	436165	436941	+	BAL37708.1			hydroxypyruvate isomerase	hyi		ECMDS42_0401	777	258	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	437041	437919	+					glxR		ECMDS42_0402	879		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	437041	437919	+	BAL37709.1			tartronate semialdehyde reductase, NADH-dependent	glxR		ECMDS42_0402	879	292	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	437951	438229	+					ybbV		ECMDS42_0403	279		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	437951	438229	+	BAL37710.1			predicted protein	ybbV		ECMDS42_0403	279	92	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	438088	439542	+					ybbW		ECMDS42_0404	1455		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	438088	439542	+	BAL37711.1			predicted allantoin transporter	ybbW		ECMDS42_0404	1455	484	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	439602	440963	+					allB		ECMDS42_0405	1362		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	439602	440963	+	BAL37712.1			allantoinase	allB		ECMDS42_0405	1362	453	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	441020	442321	+					ybbY		ECMDS42_0406	1302		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	441020	442321	+	BAL37713.1			predicted uracil/xanthine transporter	ybbY		ECMDS42_0406	1302	433	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	442343	443488	+					glxK		ECMDS42_0407	1146		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	442343	443488	+	BAL37714.1			glycerate kinase II	glxK		ECMDS42_0407	1146	381	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	443716	444501	-					ylbA		ECMDS42_0408	786		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	443716	444501	-	BAL37715.1			conserved protein	ylbA		ECMDS42_0408	786	261	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	444512	445747	-					allC		ECMDS42_0409	1236		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	444512	445747	-	BAL37716.1			allantoate amidohydrolase	allC		ECMDS42_0409	1236	411	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	445769	446818	-					allD		ECMDS42_0410	1050		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	445769	446818	-	BAL37717.1			ureidoglycolate dehydrogenase	allD		ECMDS42_0410	1050	349	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	447135	448802	+					fdrA		ECMDS42_0411	1668		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	447135	448802	+	BAL37718.1			predicted acyl-CoA synthetase with NAD(P)-binding Rossmann-fold domain	fdrA		ECMDS42_0411	1668	555	
gene	other	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	448812	450070	+					ylbE		ECMDS42_0413	1259		
gene	other	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	448812	449072	+					ylbE		ECMDS42_0412	261		
gene	other	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	449070	450071	+					ylbE		ECMDS42_0414	1002		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	450082	450897	+					ylbF		ECMDS42_0415	816		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	450082	450897	+	BAL37719.1			conserved protein	ylbF		ECMDS42_0415	816	271	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	450894	451787	+					ybcF		ECMDS42_0416	894		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	450894	451787	+	BAL37720.1			predicted carbamate kinase	ybcF		ECMDS42_0416	894	297	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	451982	453049	-					purK		ECMDS42_0417	1068		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	451982	453049	-	BAL37721.1			N5-carboxyaminoimidazole ribonucleotide synthase	purK		ECMDS42_0417	1068	355	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	453046	453555	-					purE		ECMDS42_0418	510		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	453046	453555	-	BAL37722.1			N5-carboxyaminoimidazole ribonucleotide mutase	purE		ECMDS42_0418	510	169	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	453673	454395	-					lpxH		ECMDS42_0419	723		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	453673	454395	-	BAL37723.1			UDP-2,3-diacylglucosamine pyrophosphatase	lpxH		ECMDS42_0419	723	240	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	454398	454892	-					ppiB		ECMDS42_0420	495		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	454398	454892	-	BAL37724.1			peptidyl-prolyl cis-trans isomerase B	ppiB		ECMDS42_0420	495	164	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	455066	456451	+					cysS		ECMDS42_0421	1386		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	455066	456451	+	BAL37725.1			cysteinyl-tRNA synthetase	cysS		ECMDS42_0421	1386	461	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	456487	457008	-					ybcI		ECMDS42_0422	522		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	456487	457008	-	BAL37726.1			conserved inner membrane protein	ybcI		ECMDS42_0422	522	173	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	457116	457328	-					ybcJ		ECMDS42_0423	213		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	457116	457328	-	BAL37727.1			predicted RNA-binding protein	ybcJ		ECMDS42_0423	213	70	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	457330	458196	-					folD		ECMDS42_0424	867		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	457330	458196	-	BAL37728.1			bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase	folD		ECMDS42_0424	867	288	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	458667	459209	+					sfmA		ECMDS42_0425	543		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	458667	459209	+	BAL37729.1			predicted fimbrial-like adhesin protein	sfmA		ECMDS42_0425	543	180	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	459429	460121	+					sfmC		ECMDS42_0426	693		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	459429	460121	+	BAL37730.1			pilin chaperone, periplasmic	sfmC		ECMDS42_0426	693	230	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	460152	462755	+					sfmD		ECMDS42_0427	2604		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	460152	462755	+	BAL37731.1			predicted outer membrane export usher protein	sfmD		ECMDS42_0427	2604	867	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	462797	463774	+					sfmH		ECMDS42_0428	978		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	462797	463774	+	BAL37732.1			predicted fimbrial-like adhesin protein	sfmH		ECMDS42_0428	978	325	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	463785	464300	+					sfmF		ECMDS42_0429	516		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	463785	464300	+	BAL37733.1			predicted fimbrial-like adhesin protein	sfmF		ECMDS42_0429	516	171	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	464303	464935	-					fimZ		ECMDS42_0430	633		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	464303	464935	-	BAL37734.1			predicted DNA-binding transcriptional regulator	fimZ		ECMDS42_0430	633	210	
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	465178	465254	+					argU		ECMDS42_0431	77		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	465178	465254	+				tRNA-Arg	argU		ECMDS42_0431	77		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	465548	466309	-					envY		ECMDS42_0432	762		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	465548	466309	-	BAL37735.1			DNA-binding transcriptional activator	envY		ECMDS42_0432	762	253	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	466492	467382	-					ybcH		ECMDS42_0433	891		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	466492	467382	-	BAL37736.1			predicted protein	ybcH		ECMDS42_0433	891	296	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	467383	470355	-					nfrA		ECMDS42_0434	2973		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	467383	470355	-	BAL37737.1			bacteriophage N4 receptor, outer membrane subunit	nfrA		ECMDS42_0434	2973	990	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	470342	472579	-					nfrB		ECMDS42_0435	2238		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	470342	472579	-	BAL37738.1			bacteriophage N4 receptor, inner membrane subunit	nfrB		ECMDS42_0435	2238	745	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	472729	474171	-					cusS		ECMDS42_0436	1443		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	472729	474171	-	BAL37739.1			sensory histidine kinase in two-component regulatory system with CusR, senses copper ions	cusS		ECMDS42_0436	1443	480	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	474161	474844	-					cusR		ECMDS42_0437	684		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	474161	474844	-	BAL37740.1			DNA-binding response regulator in two-component regulatory system with CusS	cusR		ECMDS42_0437	684	227	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	475001	476374	+					cusC		ECMDS42_0438	1374		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	475001	476374	+	BAL37741.1			copper/silver efflux system, outer membrane component	cusC		ECMDS42_0438	1374	457	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	476532	476864	+					cusF		ECMDS42_0439	333		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	476532	476864	+	BAL37742.1			periplasmic copper-binding protein	cusF		ECMDS42_0439	333	110	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	476880	478103	+					cusB		ECMDS42_0440	1224		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	476880	478103	+	BAL37743.1			copper/silver efflux system, membrane fusion protein	cusB		ECMDS42_0440	1224	407	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	478115	481258	+					cusA		ECMDS42_0441	3144		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	478115	481258	+	BAL37744.1			copper/silver efflux system, membrane component	cusA		ECMDS42_0441	3144	1047	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	481360	482736	+					pheP		ECMDS42_0442	1377		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	481360	482736	+	BAL37745.1			phenylalanine transporter	pheP		ECMDS42_0442	1377	458	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	482975	483604	-					entD		ECMDS42_0443	630		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	482975	483604	-	BAL37746.1			phosphopantetheinyltransferase component of enterobactin synthase multienzyme complex	entD		ECMDS42_0443	630	209	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	483770	486010	-					fepA		ECMDS42_0444	2241		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	483770	486010	-	BAL37747.1			iron-enterobactin outer membrane transporter	fepA		ECMDS42_0444	2241	746	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	486331	487455	+					fes		ECMDS42_0445	1125		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	486331	487455	+	BAL37748.1			enterobactin/ferric enterobactin esterase	fes		ECMDS42_0445	1125	374	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	487458	487676	+					ybdZ		ECMDS42_0446	219		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	487458	487676	+	BAL37749.1			conserved protein	ybdZ		ECMDS42_0446	219	72	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	487673	491554	+					entF		ECMDS42_0447	3882		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	487673	491554	+	BAL37750.1			enterobactin synthase multienzyme complex component, ATP-dependent	entF		ECMDS42_0447	3882	1293	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	491770	492903	+					fepE		ECMDS42_0448	1134		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	491770	492903	+	BAL37751.1			regulator of length of O-antigen component of lipopolysaccharide chains	fepE		ECMDS42_0448	1134	377	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	492900	493715	-					fepC		ECMDS42_0449	816		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	492900	493715	-	BAL37752.1			iron-enterobactin transporter subunit	fepC		ECMDS42_0449	816	271	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	493712	494704	-					fepG		ECMDS42_0450	993		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	493712	494704	-	BAL37753.1			iron-enterobactin transporter subunit	fepG		ECMDS42_0450	993	330	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	494701	495705	-					fepD		ECMDS42_0451	1005		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	494701	495705	-	BAL37754.1			iron-enterobactin transporter subunit	fepD		ECMDS42_0451	1005	334	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	495816	497066	+					ybdA		ECMDS42_0452	1251		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	495816	497066	+	BAL37755.1			predicted transporter	ybdA		ECMDS42_0452	1251	416	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	497070	498026	-					fepB		ECMDS42_0453	957		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	497070	498026	-	BAL37756.1			iron-enterobactin transporter subunit	fepB		ECMDS42_0453	957	318	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	498401	499576	+					entC		ECMDS42_0454	1176		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	498401	499576	+	BAL37757.1			isochorismate synthase 1	entC		ECMDS42_0454	1176	391	
